ref_id,name,chassis_code,year,price_usd,price_jpy,mileage_km,engine_cc,fuel,transmission,steering,vehicle_type,options,has_sunroof,has_leather,has_navigation,has_alloy_wheels,has_4wd,has_airbag,has_abs,has_camera,location,date_listed,detail_url
CD375546,2019 TOYOTA HIACE VAN,CD375546,2019,"$16,830",,88137,2800,,AT,,VAN,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/toyota/hiace-van/cd375546/id/15330341/?mfg_year_from=2018
CD375548,2025 TOYOTA LAND CRUISER,CD375548,2025,"$42,260",,1768,2700,,AT,,,,0,0,0,0,0,0,0,0,Osaka,,https://www.beforward.jp/toyota/land-cruiser/cd375548/id/15330343/?mfg_year_from=2018
CD375570,2018 BMW X3,CD375570,2018,"$18,550",,30300,2000,,AT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/bmw/x3/cd375570/id/15330367/?mfg_year_from=2018
CD375571,2020 MERCEDES-BENZ GLB- CLASS,CD375571,2020,"$29,140",,27658,2000,,AT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/mercedes-benz/glb-class/cd375571/id/15330368/?mfg_year_from=2018
CD375545,2018 MERCEDES-BENZ GLA-CLASS,CD375545,2018,"$10,030",,16550,2000,,AT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/mercedes-benz/gla-class/cd375545/id/15330340/?mfg_year_from=2018
CD375547,2025 TOYOTA HARRIER HYBRID,CD375547,2025,"$35,630",,7960,2500,HYBRID,CVT,,,,0,0,0,0,0,0,0,0,Osaka,,https://www.beforward.jp/toyota/harrier-hybrid/cd375547/id/15330342/?mfg_year_from=2018
CD375533,2023 TOYOTA LAND CRUISER PRADO,CD375533,2023,"$34,310",,29400,2800,,AT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/toyota/land-cruiser-prado/cd375533/id/15330327/?mfg_year_from=2018
CD375495,2026 TOYOTA HIACE VAN,CD375495,2026,"$36,480",,13,2800,,AT,,VAN,,0,0,0,0,0,0,0,0,Hokkaido,,https://www.beforward.jp/toyota/hiace-van/cd375495/id/15330288/?mfg_year_from=2018
CD375558,2019 BMW X1,CD375558,2019,"$13,120",,40336,1500,,AT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/bmw/x1/cd375558/id/15330353/?mfg_year_from=2018
CD375559,2020 BMW X4,CD375559,2020,"$27,740",,48000,2000,,AT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/bmw/x4/cd375559/id/15330354/?mfg_year_from=2018
CD375482,2018 BMW MINI,CD375482,2018,"$9,940",,90000,2000,,AT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/bmw/mini/cd375482/id/15330275/?mfg_year_from=2018
CD375494,2021 JEEP RENEGADE,CD375494,2021,"$15,020",,58000,1300,,AT,,,,0,0,0,0,0,0,0,0,Hokkaido,,https://www.beforward.jp/jeep/renegade/cd375494/id/15330287/?mfg_year_from=2018
CD375447,2021 TOYOTA HIACE VAN,CD375447,2021,"$20,190",,145980,2800,,AT,,VAN,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/toyota/hiace-van/cd375447/id/15330239/?mfg_year_from=2018
CD375448,2018 TOYOTA HIACE VAN,CD375448,2018,"$12,910",,117276,2000,,AT,,VAN,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/toyota/hiace-van/cd375448/id/15330240/?mfg_year_from=2018
CD375450,2018 TOYOTA HIACE VAN,CD375450,2018,"$18,470",,129247,2800,,AT,,VAN,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/toyota/hiace-van/cd375450/id/15330242/?mfg_year_from=2018
CD375456,2019 TOYOTA HIACE VAN,CD375456,2019,"$12,910",,95406,2000,,AT,,VAN,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/toyota/hiace-van/cd375456/id/15330249/?mfg_year_from=2018
CD375481,2022 TOYOTA HILUX 2.4 J REVO SINGLE CAB,CD375481,2022,"$15,540",,45000,2393,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd375481/id/15330273/?mfg_year_from=2018
CD375480,2019 TOYOTA HILUX 2.4 E REVO DOUBLE CAB,CD375480,2019,"$18,850",,45000,2393,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd375480/id/15330271/?mfg_year_from=2018
CD375464,2025 TOYOTA VELLFIRE HYBRID,CD375464,2025,"$51,150",,687,2500,HYBRID,CVT,,,,0,0,0,0,0,0,0,0,Hokkaido,,https://www.beforward.jp/toyota/vellfire-hybrid/cd375464/id/15330257/?mfg_year_from=2018
CD375470,2024 SUZUKI EVERY,CD375470,2024,"$9,940",,3,660,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/suzuki/every/cd375470/id/15330263/?mfg_year_from=2018
CD351425,2018 HONDA N-WGN GSS,CD351425,2018,"$4,310",,42695,658,,CVT,,,,0,0,0,0,0,0,0,0,Kobe,,https://www.beforward.jp/honda/n-wgn/cd351425/id/15305009/?mfg_year_from=2018
CD284616,2024 DAIHATSU TANTO X,CD284616,2024,"$10,270",,1750,658,,CVT,,,,0,0,0,0,0,0,0,0,Kobe,,https://www.beforward.jp/daihatsu/tanto/cd284616/id/15238587/?mfg_year_from=2018
CD268328,2022 NISSAN ROOX X,CD268328,2022,"$9,540",,10285,659,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/nissan/roox/cd268328/id/15221098/?mfg_year_from=2018
CD162367,2021 SUZUKI SPACIA XZ,CD162367,2021,"$6,960",,32135,658,,CVT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/suzuki/spacia/cd162367/id/15115427/?mfg_year_from=2018
CD375438,2023 TOYOTA LAND CRUISER PRADO,CD375438,2023,"$28,870",,24295,2700,,AT,,,,0,0,0,0,0,0,0,0,Kobe,,https://www.beforward.jp/toyota/land-cruiser-prado/cd375438/id/15330226/?mfg_year_from=2018
CD375411,2021 TOYOTA HILUX REVO 2.4 J SMART CAB,CD375411,2021,"$18,020",,75000,2393,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd375411/id/15330202/?mfg_year_from=2018
CD375429,2025 LEXUS RX,CD375429,2025,"$54,940",,3911,2400,,AT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/lexus/rx/cd375429/id/15330217/?mfg_year_from=2018
CD375435,2024 TOYOTA CROWN SPORT,CD375435,2024,"$35,940",,5905,2500,,CVT,,,,0,0,0,0,0,0,0,0,Hokkaido,,https://www.beforward.jp/toyota/crown-sport/cd375435/id/15330223/?mfg_year_from=2018
CD375428,2019 LEXUS LS,CD375428,2019,"$33,780",,103000,3500,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/lexus/ls/cd375428/id/15330215/?mfg_year_from=2018
CD375436,2018 SUBARU IMPREZA SPORTS,CD375436,2018,"$7,950",,13015,1600,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/subaru/impreza-sports/cd375436/id/15330224/?mfg_year_from=2018
CD375377,2021 TOYOTA HILUX REVO 2.4 J SMART CAB,CD375377,2021,"$13,250",,83000,2393,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd375377/id/15330164/?mfg_year_from=2018
CD375362,2020 TOYOTA HILUX REVO 2.4 J SMART CAB,CD375362,2020,"$14,950",,60000,2393,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd375362/id/15330151/?mfg_year_from=2018
CD375385,2025 TOYOTA LAND CRUISER,CD375385,2025,"$68,150",,3000,3500,,AT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/toyota/land-cruiser/cd375385/id/15330172/?mfg_year_from=2018
CD375372,2024 AUDI Q3,CD375372,2024,"$25,340",,4104,1500,,AT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/audi/q3/cd375372/id/15330159/?mfg_year_from=2018
CD375375,2023 LAND ROVER RANGE ROVER VELAR,CD375375,2023,"$42,220",,8273,2000,,AT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/land-rover/range-rover-velar/cd375375/id/15330162/?mfg_year_from=2018
CD375386,2026 SUZUKI JIMNY NOMADE,CD375386,2026,"$22,790",,2000,1500,,AT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/suzuki/jimny-nomade/cd375386/id/15330173/?mfg_year_from=2018
CD375326,2020 TOYOTA HIACE VAN,CD375326,2020,"$21,060",,118006,2800,,AT,,VAN,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/toyota/hiace-van/cd375326/id/15330113/?mfg_year_from=2018
CD375328,2026 TOYOTA HIACE VAN,CD375328,2026,"$38,150",,17,2800,,AT,,VAN,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/toyota/hiace-van/cd375328/id/15330115/?mfg_year_from=2018
CD375329,2018 TOYOTA HIACE VAN,CD375329,2018,"$19,740",,98283,2800,,AT,,VAN,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/toyota/hiace-van/cd375329/id/15330116/?mfg_year_from=2018
CD375307,2018 TOYOTA HIACE VAN,CD375307,2018,"$13,780",,189257,2800,,AT,,VAN,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/toyota/hiace-van/cd375307/id/15330097/?mfg_year_from=2018
CD375316,2024 TOYOTA HILUX 2.4 J REVO SMART CAB,CD375316,2024,"$20,040",,16856,2393,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd375316/id/15330102/?mfg_year_from=2018
CD375335,2018 MAZDA CX-5,CD375335,2018,"$13,850",,19018,2200,,AT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/mazda/cx-5/cd375335/id/15330122/?mfg_year_from=2018
CD375227,2023 NISSAN CLIPPER VAN,CD375227,2023,"$6,810",,72000,660,,AT,,VAN,,0,0,0,0,0,0,0,0,Kobe,,https://www.beforward.jp/nissan/clipper-van/cd375227/id/15330014/?mfg_year_from=2018
CD375229,2019 MAZDA MAZDA3 XD BURGUNDY SELECTION,CD375229,2019,"$8,480",,122000,1800,,AT,,,,0,0,0,0,0,0,0,0,Osaka,,https://www.beforward.jp/mazda/mazda3/cd375229/id/15330018/?mfg_year_from=2018
CD375230,2021 NISSAN NOTE X,CD375230,2021,"$6,890",,120000,1200,,AT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/nissan/note/cd375230/id/15330019/?mfg_year_from=2018
CD375231,2018 SUZUKI EVERY,CD375231,2018,"$4,750",,109068,660,,AT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/suzuki/every/cd375231/id/15330020/?mfg_year_from=2018
CD375233,2019 HONDA HONDA OTHERS,CD375233,2019,"$5,070",,105149,660,,AT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/honda/honda-others/cd375233/id/15330022/?mfg_year_from=2018
CD375234,2018 NISSAN NV200VANETTE WAGON,CD375234,2018,"$8,700",,107959,1600,,AT,,WAGON,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/nissan/nv200vanette-wagon/cd375234/id/15330023/?mfg_year_from=2018
CD375284,2020 TOYOTA RAV4,CD375284,2020,"$16,630",,73000,2000,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/toyota/rav4/cd375284/id/15330073/?mfg_year_from=2018
CD375293,2025 MERCEDES-BENZ C-CLASS,CD375293,2025,"$43,820",,4624,2000,,AT,,,,0,0,0,0,0,0,0,0,Osaka,,https://www.beforward.jp/mercedes-benz/c-class/cd375293/id/15330083/?mfg_year_from=2018
CD375294,2023 MERCEDES-BENZ G-CLASS,CD375294,2023,"$147,510",,6000,4000,,AT,,,,0,0,0,0,0,0,0,0,Osaka,,https://www.beforward.jp/mercedes-benz/g-class/cd375294/id/15330084/?mfg_year_from=2018
CD375296,2025 MERCEDES-BENZ GLA-CLASS,CD375296,2025,"$33,580",,3500,2000,,AT,,,,0,0,0,0,0,0,0,0,Osaka,,https://www.beforward.jp/mercedes-benz/gla-class/cd375296/id/15330086/?mfg_year_from=2018
CD375262,2018 TOYOTA TOWNACE WAGON,CD375262,2018,"$7,350",,255354,1500,,AT,,WAGON,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/toyota/townace-wagon/cd375262/id/15330051/?mfg_year_from=2018
CD375263,2021 NISSAN NV200VANETTE WAGON,CD375263,2021,"$14,950",,147817,1600,,AT,,WAGON,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/nissan/nv200vanette-wagon/cd375263/id/15330052/?mfg_year_from=2018
CD375196,2019 TOYOTA HILUX 2.4 J REVO SMART CAB,CD375196,2019,"$16,540",,50000,2393,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd375196/id/15329973/?mfg_year_from=2018
CD375194,2019 TOYOTA HILUX 2.8 G REVO DOUBLE CAB,CD375194,2019,"$25,120",,40000,2755,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd375194/id/15329971/?mfg_year_from=2018
CD375181,2021 TOYOTA HILUX 2.4 E REVO DOUBLE CAB,CD375181,2021,"$21,530",,37200,2393,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd375181/id/15329957/?mfg_year_from=2018
CD375176,2019 TOYOTA HILUX 2.4 J REVO DOUBLE CAB,CD375176,2019,"$15,210",,44200,2393,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd375176/id/15329951/?mfg_year_from=2018
CD375166,2020 TOYOTA HILUX 2.4 E REVO DOUBLE CAB,CD375166,2020,"$22,030",,35800,2393,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd375166/id/15329935/?mfg_year_from=2018
CD375207,2019 FORD RANGER 2.2 XLT FORD DOUBLE CAB,CD375207,2019,"$15,220",,65000,2198,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/ford/ranger/cd375207/id/15329987/?mfg_year_from=2018
CD375145,2020 TOYOTA HILUX 2.8 G REVO SMART CAB,CD375145,2020,"$29,450",,31700,2755,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd375145/id/15329914/?mfg_year_from=2018
CD375137,2022 TOYOTA HILUX 2.4 E REVO DOUBLE CAB,CD375137,2022,"$23,030",,34600,2393,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd375137/id/15329904/?mfg_year_from=2018
CD375132,2019 TOYOTA HILUX 2.4 E REVO DOUBLE CAB,CD375132,2019,"$21,700",,45200,2393,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd375132/id/15329898/?mfg_year_from=2018
CD375115,2020 TOYOTA HILUX 2.4 E REVO DOUBLE CAB,CD375115,2020,"$21,170",,12000,2393,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd375115/id/15329879/?mfg_year_from=2018
CD375124,2019 FORD RANGER 2.2 FORD XL SMART CAB,CD375124,2019,"$12,100",,48900,2198,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/ford/ranger/cd375124/id/15329889/?mfg_year_from=2018
CD375164,2022 TOYOTA RAIZE,CD375164,2022,"$11,330",,15071,1200,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/toyota/raize/cd375164/id/15329933/?mfg_year_from=2018
CD375113,2021 TOYOTA HILUX 2.4 E REVO DOUBLE CAB,CD375113,2021,"$22,790",,65800,2393,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd375113/id/15329873/?mfg_year_from=2018
CD375112,2021 TOYOTA HILUX 2.4 E REVO SMART CAB,CD375112,2021,"$13,210",,29900,2393,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd375112/id/15329872/?mfg_year_from=2018
CD375109,2021 TOYOTA HILUX 2.4 J REVO DOUBLE CAB,CD375109,2021,"$22,140",,33000,2393,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd375109/id/15329867/?mfg_year_from=2018
CD375108,2025 TOYOTA HILUX 2.4 J REVO SMART CAB,CD375108,2025,"$14,740",,19000,2393,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd375108/id/15329864/?mfg_year_from=2018
CD375069,2024 TOYOTA LAND CRUISER,CD375069,2024,"$54,180",,11166,2800,,AT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/toyota/land-cruiser/cd375069/id/15329808/?mfg_year_from=2018
CD375072,2021 TOYOTA RAV4,CD375072,2021,"$19,540",,14614,2000,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/toyota/rav4/cd375072/id/15329811/?mfg_year_from=2018
CD375056,2021 TOYOTA HIACE VAN,CD375056,2021,"$13,650",,164461,2800,,AT,,VAN,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/toyota/hiace-van/cd375056/id/15329774/?mfg_year_from=2018
CD375035,2019 TOYOTA HILUX 2.4 J REVO SMART CAB,CD375035,2019,"$13,550",,45100,2393,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd375035/id/15329738/?mfg_year_from=2018
CD375036,2018 FORD RANGER 2.2 FORD WILDTRAK DOUBLE CAB,CD375036,2018,"$19,520",,42700,2198,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/ford/ranger/cd375036/id/15329741/?mfg_year_from=2018
CD375048,2024 MITSUBISHI CANTER,CD375048,2024,"$33,120",,4173,3000,,AT,,,,0,0,0,0,0,0,0,0,Toyama,,https://www.beforward.jp/mitsubishi/canter/cd375048/id/15329766/?mfg_year_from=2018
CD375052,2021 HONDA VEZEL,CD375052,2021,"$17,040",,51818,1500,,MT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/honda/vezel/cd375052/id/15329770/?mfg_year_from=2018
CD375059,2020 ISUZU D-MAX 3.0 SPARK SINGLE CAB,CD375059,2020,"$18,340",,51100,2999,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/isuzu/d-max/cd375059/id/15329778/?mfg_year_from=2018
CD375034,2021 TOYOTA HILUX 2.4 G REVO DOUBLE CAB,CD375034,2021,"$27,170",,37400,2393,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd375034/id/15329736/?mfg_year_from=2018
CD375032,2022 TOYOTA HILUX ROCCO 2.4 DOUBLE CAB,CD375032,2022,"$29,150",,83000,2393,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd375032/id/15329732/?mfg_year_from=2018
CD375016,2023 TOYOTA HILUX 2.4 J REVO SMART CAB,CD375016,2023,"$16,900",,33000,2393,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd375016/id/15329702/?mfg_year_from=2018
CD374999,2022 TOYOTA HILUX REVO 2.4 J SINGLE CAB,CD374999,2022,"$16,120",,55000,2393,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd374999/id/15329671/?mfg_year_from=2018
CD374980,2022 TOYOTA HILUX ROCCO 2.4 SMART CAB,CD374980,2022,"$27,560",,31500,2393,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd374980/id/15329641/?mfg_year_from=2018
CD374978,2019 TOYOTA HILUX 2.4 E REVO SMART CAB,CD374978,2019,"$16,400",,44300,2393,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd374978/id/15329636/?mfg_year_from=2018
CD374975,2022 TOYOTA HILUX 2.8J SINGLE CAB,CD374975,2022,"$23,110",,17181,2755,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd374975/id/15329625/?mfg_year_from=2018
CD374974,2022 FORD RANGER 2.0 FORD WILDTRAK DOUBLE CAB,CD374974,2022,"$20,140",,31700,1996,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/ford/ranger/cd374974/id/15329623/?mfg_year_from=2018
CD374973,2021 FORD RANGER 2.0 DOUBLE CAB NEXT GEN SPORT,CD374973,2021,"$24,380",,48000,1996,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/ford/ranger/cd374973/id/15329621/?mfg_year_from=2018
CD374940,2022 HONDA VEZEL,CD374940,2022,"$15,570",,40000,1500,,CVT,,,,0,0,0,0,0,0,0,0,Osaka,,https://www.beforward.jp/honda/vezel/cd374940/id/15329574/?mfg_year_from=2018
CD374946,2018 TOYOTA C-HR,CD374946,2018,"$12,920",,18115,1800,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/toyota/c-hr/cd374946/id/15329581/?mfg_year_from=2018
CD374959,2023 LEXUS NX,CD374959,2023,"$32,990",,31000,2500,,CVT,,,,0,0,0,0,0,0,0,0,Osaka,,https://www.beforward.jp/lexus/nx/cd374959/id/15329599/?mfg_year_from=2018
CD374922,2019 FORD EVEREST 2.0 EVEREST TITANIUM PLUS,CD374922,2019,"$23,320",,104000,1996,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/ford/everest/cd374922/id/15329534/?mfg_year_from=2018
CD374963,2026 TOYOTA PRIUS,CD374963,2026,"$28,080",,10,2000,,CVT,,,,0,0,0,0,0,0,0,0,Osaka,,https://www.beforward.jp/toyota/prius/cd374963/id/15329603/?mfg_year_from=2018
CD314445,2020 TOYOTA HARRIER HYBRID,CD314445,2020,"$17,490",,55225,2500,HYBRID,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/toyota/harrier-hybrid/cd314445/id/15268633/?mfg_year_from=2018
CD065937,2020 HONDA FREED HYBRID,CD065937,2020,"$4,970",,126426,1500,HYBRID,AT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/honda/freed-hybrid/cd065937/id/15018107/?mfg_year_from=2018
CD014227,2023 TOYOTA PRIUS,CD014227,2023,"$12,990",,69799,1800,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/toyota/prius/cd014227/id/14966057/?mfg_year_from=2018
CC915692,2021 TOYOTA HIACE VAN,CC915692,2021,"$15,440",,118902,2800,,AT,,VAN,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/toyota/hiace-van/cc915692/id/14939039/?mfg_year_from=2018
CD374924,2021 TOYOTA HIACE VAN,CD374924,2021,"$18,480",,20746,2000,,AT,,VAN,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/toyota/hiace-van/cd374924/id/15329536/?mfg_year_from=2018
CD374897,2023 SUBARU LEVORG,CD374897,2023,"$20,990",,4688,1800,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/subaru/levorg/cd374897/id/15329504/?mfg_year_from=2018
CD374899,2022 MAZDA CX-60,CD374899,2022,"$18,280",,80829,3300,,AT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/mazda/cx-60/cd374899/id/15329506/?mfg_year_from=2018
CD374901,2018 MAZDA CX-8,CD374901,2018,"$12,580",,74029,2200,,AT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/mazda/cx-8/cd374901/id/15329508/?mfg_year_from=2018
CD374905,2022 LEXUS NX,CD374905,2022,"$25,430",,107453,2500,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/lexus/nx/cd374905/id/15329512/?mfg_year_from=2018
CD374914,2021 MAZDA CX-5,CD374914,2021,"$16,890",,26000,2200,,AT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/mazda/cx-5/cd374914/id/15329526/?mfg_year_from=2018
CD374925,2026 TOYOTA HIACE VAN,CD374925,2026,"$19,080",,40,2000,,AT,,VAN,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/toyota/hiace-van/cd374925/id/15329537/?mfg_year_from=2018
CD374892,2021 TOYOTA HILUX 2.4 E REVO SMART CAB,CD374892,2021,"$16,500",,34700,2393,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd374892/id/15329498/?mfg_year_from=2018
CD374888,2021 TOYOTA HILUX 2.4 J REVO SMART CAB,CD374888,2021,"$12,890",,35200,2393,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd374888/id/15329490/?mfg_year_from=2018
CD374883,2020 TOYOTA HILUX 2.8 J REVO SINGLE CAB,CD374883,2020,"$12,510",,114000,2755,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd374883/id/15329484/?mfg_year_from=2018
CD374877,2021 TOYOTA HILUX 2.4 J REVO SMART CAB,CD374877,2021,"$18,520",,32700,2393,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd374877/id/15329474/?mfg_year_from=2018
CD374849,2021 TOYOTA HILUX 2.4 J REVO SMART CAB,CD374849,2021,"$17,530",,34700,2393,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd374849/id/15329425/?mfg_year_from=2018
CD374823,2022 TOYOTA HILUX 2.4 J REVO SMART CAB,CD374823,2022,"$17,860",,31200,2393,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd374823/id/15329394/?mfg_year_from=2018
CD374795,2021 TOYOTA HILUX 2.4 J REVO SMART CAB,CD374795,2021,"$16,870",,34500,2393,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd374795/id/15329305/?mfg_year_from=2018
CD374829,2018 TOYOTA FORTUNER,CD374829,2018,"$24,270",,172717,2400,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/fortuner/cd374829/id/15329402/?mfg_year_from=2018
CD374830,2021 TOYOTA FORTUNER,CD374830,2021,"$30,860",,70701,2400,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/fortuner/cd374830/id/15329403/?mfg_year_from=2018
CD374831,2023 TOYOTA FORTUNER,CD374831,2023,"$41,590",,39988,2400,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/fortuner/cd374831/id/15329404/?mfg_year_from=2018
CD374835,2023 TOYOTA FORTUNER,CD374835,2023,"$41,270",,78428,2400,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/fortuner/cd374835/id/15329408/?mfg_year_from=2018
