ref_id,name,chassis_code,year,price_usd,price_jpy,mileage_km,engine_cc,fuel,transmission,steering,vehicle_type,options,has_sunroof,has_leather,has_navigation,has_alloy_wheels,has_4wd,has_airbag,has_abs,has_camera,location,date_listed,detail_url
CD373679,2021 NISSAN KIX X,CD373679,2021,"$10,930",,40135,1198,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/nissan/kix/cd373679/id/15327916/?mfg_year_from=2018
CD373709,2020 TOYOTA LAND CRUISER PRADO TXL,CD373709,2020,"$26,500",,46355,2754,,AT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/toyota/land-cruiser-prado/cd373709/id/15327946/?mfg_year_from=2018
CD373704,2022 SUZUKI EVERY,CD373704,2022,"$7,420",,41060,658,,AT,,,,0,0,0,0,0,0,0,0,Kyoto,,https://www.beforward.jp/suzuki/every/cd373704/id/15327941/?mfg_year_from=2018
CD373714,2025 SUZUKI JIMNY XC,CD373714,2025,"$15,240",,4490,658,,AT,,,,0,0,0,0,0,0,0,0,Osaka,,https://www.beforward.jp/suzuki/jimny/cd373714/id/15327951/?mfg_year_from=2018
CD373715,2021 HONDA N BOX L,CD373715,2021,"$8,950",,50200,658,,CVT,,,,0,0,0,0,0,0,0,0,Osaka,,https://www.beforward.jp/honda/n-box/cd373715/id/15327952/?mfg_year_from=2018
CD373716,2022 HONDA N BOX G,CD373716,2022,"$6,820",,37720,658,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/honda/n-box/cd373716/id/15327953/?mfg_year_from=2018
CD373719,2025 DAIHATSU TAFT G,CD373719,2025,"$8,610",,11,658,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/daihatsu/taft/cd373719/id/15327956/?mfg_year_from=2018
CD373744,2023 TOYOTA LAND CRUISER PRADO TXL,CD373744,2023,"$29,670",,14870,2693,,AT,,,,0,0,0,0,0,0,0,0,Osaka,,https://www.beforward.jp/toyota/land-cruiser-prado/cd373744/id/15327981/?mfg_year_from=2018
CD373736,2025 TOYOTA YARIS CROSS Z,CD373736,2025,"$19,070",,14590,1490,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/toyota/yaris-cross/cd373736/id/15327973/?mfg_year_from=2018
CD373737,2023 TOYOTA YARIS CROSS G,CD373737,2023,"$15,860",,16365,1490,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/toyota/yaris-cross/cd373737/id/15327974/?mfg_year_from=2018
CD373738,2021 TOYOTA HARRIER Z,CD373738,2021,"$18,550",,36560,1986,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/toyota/harrier/cd373738/id/15327975/?mfg_year_from=2018
CD373739,2023 TOYOTA HARRIER S,CD373739,2023,"$14,570",,41230,1986,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/toyota/harrier/cd373739/id/15327976/?mfg_year_from=2018
CD373740,2025 TOYOTA HARRIER G,CD373740,2025,"$22,520",,8780,1986,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/toyota/harrier/cd373740/id/15327977/?mfg_year_from=2018
CD373771,2020 TOYOTA LAND CRUISER PRADO TXL,CD373771,2020,"$23,120",,40560,2693,,AT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/toyota/land-cruiser-prado/cd373771/id/15328008/?mfg_year_from=2018
CD373783,2024 TOYOTA LAND CRUISER VX,CD373783,2024,"$49,010",,6265,2754,,AT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/toyota/land-cruiser/cd373783/id/15328020/?mfg_year_from=2018
CD373767,2020 TOYOTA HARRIER Z,CD373767,2020,"$16,890",,29676,1986,,CVT,,,,0,0,0,0,0,0,0,0,Hokkaido,,https://www.beforward.jp/toyota/harrier/cd373767/id/15328004/?mfg_year_from=2018
CD373773,2024 TOYOTA COROLLA CROSS Z,CD373773,2024,"$20,240",,12510,1797,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/toyota/corolla-cross/cd373773/id/15328010/?mfg_year_from=2018
CD373784,2022 MITSUBISHI OUTLANDER PHEV P,CD373784,2022,"$22,520",,41135,2359,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/mitsubishi/outlander-phev/cd373784/id/15328021/?mfg_year_from=2018
CD373788,2025 SUZUKI JIMNY SIERRA JC,CD373788,2025,"$17,220",,12360,1460,,AT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/suzuki/jimny-sierra/cd373788/id/15328025/?mfg_year_from=2018
CD373825,2024 TOYOTA LAND CRUISER VX,CD373825,2024,"$48,350",,11100,2754,,AT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/toyota/land-cruiser/cd373825/id/15328062/?mfg_year_from=2018
CD373809,2022 DAIHATSU ROCKY GHEV,CD373809,2022,"$11,260",,32705,1196,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/daihatsu/rocky/cd373809/id/15328046/?mfg_year_from=2018
CD373810,2023 LEXUS NX NX350HL,CD373810,2023,"$35,440",,16950,2487,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/lexus/nx/cd373810/id/15328047/?mfg_year_from=2018
CD373814,2025 TOYOTA RAV4,CD373814,2025,"$27,820",,19040,2487,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/toyota/rav4/cd373814/id/15328051/?mfg_year_from=2018
CD373815,2026 TOYOTA RAV4 Z,CD373815,2026,"$32,990",,49,2487,,CVT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/toyota/rav4/cd373815/id/15328052/?mfg_year_from=2018
CD373817,2025 MITSUBISHI DELICA MINI G,CD373817,2025,"$13,250",,3165,659,,CVT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/mitsubishi/delica-mini/cd373817/id/15328054/?mfg_year_from=2018
CD373865,2023 TOYOTA LAND CRUISER PRADO TXL,CD373865,2023,"$29,670",,10823,2693,,AT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/toyota/land-cruiser-prado/cd373865/id/15328103/?mfg_year_from=2018
CD373846,2019 DAIHATSU MOVE CANBUS GSA,CD373846,2019,"$9,380",,22440,658,,CVT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/daihatsu/move-canbus/cd373846/id/15328083/?mfg_year_from=2018
CD373847,2022 DAIHATSU TAFT G,CD373847,2022,"$11,260",,27840,658,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/daihatsu/taft/cd373847/id/15328084/?mfg_year_from=2018
CD373849,2026 SUZUKI JIMNY NOMADE FC,CD373849,2026,"$19,610",,26,1460,,AT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/suzuki/jimny-nomade/cd373849/id/15328086/?mfg_year_from=2018
CD373852,2020 SUZUKI SPACIA XZ,CD373852,2020,"$9,610",,28160,658,,CVT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/suzuki/spacia/cd373852/id/15328089/?mfg_year_from=2018
CD373853,2022 SUZUKI SPACIA XZ,CD373853,2022,"$9,480",,36600,658,,CVT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/suzuki/spacia/cd373853/id/15328090/?mfg_year_from=2018
CD373880,2022 TOYOTA LAND CRUISER PRADO TXL70TH,CD373880,2022,"$31,790",,54340,2754,,AT,,,,0,0,0,0,0,0,0,0,Osaka,,https://www.beforward.jp/toyota/land-cruiser-prado/cd373880/id/15328118/?mfg_year_from=2018
CD373885,2025 DAIHATSU TANTO RS,CD373885,2025,"$11,790",,15,658,,CVT,,,,0,0,0,0,0,0,0,0,Osaka,,https://www.beforward.jp/daihatsu/tanto/cd373885/id/15328123/?mfg_year_from=2018
CD373888,2021 TOYOTA YARIS CROSS Z,CD373888,2021,"$15,240",,27530,1490,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/toyota/yaris-cross/cd373888/id/15328126/?mfg_year_from=2018
CD373889,2025 TOYOTA YARIS CROSS Z,CD373889,2025,"$19,870",,12940,1490,,CVT,,,,0,0,0,0,0,0,0,0,Osaka,,https://www.beforward.jp/toyota/yaris-cross/cd373889/id/15328127/?mfg_year_from=2018
CD373904,2023 MITSUBISHI DELICA MINI T,CD373904,2023,"$11,590",,15250,659,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/mitsubishi/delica-mini/cd373904/id/15328142/?mfg_year_from=2018
CD373905,2020 NISSAN ROOX X,CD373905,2020,"$7,620",,52708,659,,CVT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/nissan/roox/cd373905/id/15328143/?mfg_year_from=2018
CD373942,2022 TOYOTA LAND CRUISER PRADO TXL70TH,CD373942,2022,"$27,090",,33130,2693,,AT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/toyota/land-cruiser-prado/cd373942/id/15328180/?mfg_year_from=2018
CD373957,2022 TOYOTA HIACE VAN GL,CD373957,2022,"$26,360",,20925,2754,,AT,,VAN,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/toyota/hiace-van/cd373957/id/15328195/?mfg_year_from=2018
CD373939,2023 HONDA VEZEL EHEVZ,CD373939,2023,"$18,420",,27037,1496,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/honda/vezel/cd373939/id/15328177/?mfg_year_from=2018
CD373940,2024 HONDA VEZEL EHEVZ,CD373940,2024,"$18,550",,19975,1496,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/honda/vezel/cd373940/id/15328178/?mfg_year_from=2018
CD373943,2024 MINI MINI OTHERS D,CD373943,2024,"$22,520",,7680,1995,,AT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/mini/mini-others/cd373943/id/15328181/?mfg_year_from=2018
CD373948,2026 TOYOTA RAIZE Z,CD373948,2026,"$18,880",,4240,1196,,CVT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/toyota/raize/cd373948/id/15328186/?mfg_year_from=2018
CD374000,2024 TOYOTA LAND CRUISER VX,CD374000,2024,"$38,080",,2172,2693,,AT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/toyota/land-cruiser/cd374000/id/15328238/?mfg_year_from=2018
CD373983,2019 SUZUKI SPACIA G,CD373983,2019,"$6,230",,51717,658,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/suzuki/spacia/cd373983/id/15328221/?mfg_year_from=2018
CD373984,2022 SUZUKI WAGON R G,CD373984,2022,"$7,420",,25129,657,,CVT,,WAGON,,0,0,0,0,0,0,0,0,Kyoto,,https://www.beforward.jp/suzuki/wagon-r/cd373984/id/15328222/?mfg_year_from=2018
CD373985,2021 TOYOTA RAV4 X,CD373985,2021,"$15,240",,37350,1986,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/toyota/rav4/cd373985/id/15328223/?mfg_year_from=2018
CD373986,2022 TOYOTA RAV4,CD373986,2022,"$17,550",,64300,1986,,CVT,,,,0,0,0,0,0,0,0,0,Kobe,,https://www.beforward.jp/toyota/rav4/cd373986/id/15328224/?mfg_year_from=2018
CD373988,2023 TOYOTA YARIS CROSS Z,CD373988,2023,"$15,240",,33070,1490,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/toyota/yaris-cross/cd373988/id/15328226/?mfg_year_from=2018
CD374018,2021 MITSUBISHI ECLIPSE CROSS P,CD374018,2021,"$15,230",,30410,2359,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/mitsubishi/eclipse-cross/cd374018/id/15328256/?mfg_year_from=2018
CD374020,2020 SUZUKI JIMNY SIERRA JL,CD374020,2020,"$13,250",,30150,1460,,AT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/suzuki/jimny-sierra/cd374020/id/15328258/?mfg_year_from=2018
CD374021,2018 HONDA N BOX GL,CD374021,2018,"$5,300",,81520,658,,CVT,,,,0,0,0,0,0,0,0,0,Osaka,,https://www.beforward.jp/honda/n-box/cd374021/id/15328259/?mfg_year_from=2018
CD374023,2018 DAIHATSU CAST GSA,CD374023,2018,"$6,960",,68938,658,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/daihatsu/cast/cd374023/id/15328261/?mfg_year_from=2018
CD374024,2019 DAIHATSU TANTO RSVSSA,CD374024,2019,"$6,760",,46945,658,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/daihatsu/tanto/cd374024/id/15328262/?mfg_year_from=2018
CD374026,2021 DAIHATSU TAFT G,CD374026,2021,"$10,400",,24542,658,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/daihatsu/taft/cd374026/id/15328264/?mfg_year_from=2018
CD374081,2022 TOYOTA LAND CRUISER PRADO TXL,CD374081,2022,"$37,090",,17140,2754,,AT,,,,0,0,0,0,0,0,0,0,Osaka,,https://www.beforward.jp/toyota/land-cruiser-prado/cd374081/id/15328320/?mfg_year_from=2018
CD374079,2024 TOYOTA HIACE VAN GL,CD374079,2024,"$23,180",,27562,2754,,AT,,VAN,,0,0,0,0,0,0,0,0,Kobe,,https://www.beforward.jp/toyota/hiace-van/cd374079/id/15328318/?mfg_year_from=2018
CD374082,2025 TOYOTA LAND CRUISER GX,CD374082,2025,"$37,090",,4916,2754,,AT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/toyota/land-cruiser/cd374082/id/15328321/?mfg_year_from=2018
CD374062,2018 NISSAN DAYZ G,CD374062,2018,"$2,990",,108300,659,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/nissan/dayz/cd374062/id/15328301/?mfg_year_from=2018
CD374063,2020 MITSUBISHI EK X G,CD374063,2020,"$5,570",,46182,659,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/mitsubishi/ek-x/cd374063/id/15328302/?mfg_year_from=2018
CD374064,2025 NISSAN DAYZ X,CD374064,2025,"$8,280",,4885,659,,CVT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/nissan/dayz/cd374064/id/15328303/?mfg_year_from=2018
CD374096,2023 HONDA N BOX L,CD374096,2023,"$10,070",,8635,658,,CVT,,,,0,0,0,0,0,0,0,0,Kobe,,https://www.beforward.jp/honda/n-box/cd374096/id/15328337/?mfg_year_from=2018
CD374097,2024 HONDA N BOX,CD374097,2024,"$11,930",,4878,658,,CVT,,,,0,0,0,0,0,0,0,0,Niigata,,https://www.beforward.jp/honda/n-box/cd374097/id/15328338/?mfg_year_from=2018
CD374100,2020 HONDA N-WGN L,CD374100,2020,"$9,540",,3289,658,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/honda/n-wgn/cd374100/id/15328341/?mfg_year_from=2018
CD374112,2022 DAIHATSU MOVE CANBUS G,CD374112,2022,"$9,410",,20204,658,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/daihatsu/move-canbus/cd374112/id/15328353/?mfg_year_from=2018
CD374113,2026 DAIHATSU MOVE RS,CD374113,2026,"$10,600",,5670,658,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/daihatsu/move/cd374113/id/15328354/?mfg_year_from=2018
CD374114,2021 DAIHATSU TAFT G,CD374114,2021,"$9,610",,19710,658,,CVT,,,,0,0,0,0,0,0,0,0,Kobe,,https://www.beforward.jp/daihatsu/taft/cd374114/id/15328355/?mfg_year_from=2018
CD374144,2022 TOYOTA LAND CRUISER PRADO TXL70TH,CD374144,2022,"$28,150",,25380,2693,,AT,,,,0,0,0,0,0,0,0,0,Osaka,,https://www.beforward.jp/toyota/land-cruiser-prado/cd374144/id/15328385/?mfg_year_from=2018
CD374145,2022 TOYOTA LAND CRUISER PRADO TXL70TH,CD374145,2022,"$28,150",,42070,2693,,AT,,,,0,0,0,0,0,0,0,0,Osaka,,https://www.beforward.jp/toyota/land-cruiser-prado/cd374145/id/15328386/?mfg_year_from=2018
CD374146,2022 TOYOTA LAND CRUISER PRADO TXL,CD374146,2022,"$28,480",,46400,2693,,AT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/toyota/land-cruiser-prado/cd374146/id/15328387/?mfg_year_from=2018
CD374147,2024 TOYOTA LAND CRUISER VX,CD374147,2024,"$37,090",,10,2693,,AT,,,,0,0,0,0,0,0,0,0,Osaka,,https://www.beforward.jp/toyota/land-cruiser/cd374147/id/15328388/?mfg_year_from=2018
CD374139,2022 HONDA VEZEL EHEVX,CD374139,2022,"$14,240",,60007,1496,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/honda/vezel/cd374139/id/15328380/?mfg_year_from=2018
CD374140,2023 HONDA VEZEL EHEVZ,CD374140,2023,"$18,420",,9820,1496,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/honda/vezel/cd374140/id/15328381/?mfg_year_from=2018
CD374171,2025 DAIHATSU TANTO RSECOIDLE,CD374171,2025,"$10,600",,11206,658,,CVT,,,,0,0,0,0,0,0,0,0,Kyoto,,https://www.beforward.jp/daihatsu/tanto/cd374171/id/15328412/?mfg_year_from=2018
CD374172,2021 DAIHATSU TAFT G,CD374172,2021,"$8,750",,14585,658,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/daihatsu/taft/cd374172/id/15328413/?mfg_year_from=2018
CD374175,2024 TOYOTA YARIS CROSS Z,CD374175,2024,"$16,230",,22369,1490,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/toyota/yaris-cross/cd374175/id/15328416/?mfg_year_from=2018
CD374182,2021 HONDA VEZEL EHEVZ,CD374182,2021,"$14,570",,62150,1496,,CVT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/honda/vezel/cd374182/id/15328423/?mfg_year_from=2018
CD374183,2025 HONDA VEZEL EHEVZ,CD374183,2025,"$19,870",,21470,1496,,CVT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/honda/vezel/cd374183/id/15328424/?mfg_year_from=2018
CD374185,2018 PEUGEOT 5008 GTHDI,CD374185,2018,"$12,590",,50440,1997,,AT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/peugeot/5008/cd374185/id/15328426/?mfg_year_from=2018
CD373508,2022 TOYOTA HILUX 2.4 E ROCCO DOUBLE CAB,CD373508,2022,"$27,630",,37000,2393,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd373508/id/15327744/?mfg_year_from=2018
CD373491,2021 TOYOTA HILUX REVO 2.4 E DOUBLE CAB,CD373491,2021,"$23,850",,71000,2393,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd373491/id/15327712/?mfg_year_from=2018
CD374214,2024 TOYOTA LAND CRUISER VX,CD374214,2024,"$35,100",,16900,2693,,AT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/toyota/land-cruiser/cd374214/id/15328456/?mfg_year_from=2018
CD374212,2023 HONDA ZR-V EHEVZ,CD374212,2023,"$21,860",,13920,1993,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/honda/zr-v/cd374212/id/15328454/?mfg_year_from=2018
CD374213,2022 NISSAN X-TRAIL GE-4ORCE,CD374213,2022,"$22,720",,6230,1497,,CVT,,,,0,0,0,0,0,0,0,0,Niigata,,https://www.beforward.jp/nissan/x-trail/cd374213/id/15328455/?mfg_year_from=2018
CD374222,2020 HONDA N BOX GL,CD374222,2020,"$7,620",,16570,658,,CVT,,,,0,0,0,0,0,0,0,0,Kyushu,,https://www.beforward.jp/honda/n-box/cd374222/id/15328464/?mfg_year_from=2018
CD373485,2023 TOYOTA HILUX 2.4 J REVO SMART CAB,CD373485,2023,"$16,870",,45000,2393,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd373485/id/15327697/?mfg_year_from=2018
CD373455,2021 TOYOTA HILUX 2.4 J REVO SMART CAB,CD373455,2021,"$15,870",,45000,2393,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd373455/id/15327659/?mfg_year_from=2018
CD373449,2019 TOYOTA HILUX 2.4 J REVO SMART CAB,CD373449,2019,"$17,170",,47000,2393,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd373449/id/15327645/?mfg_year_from=2018
CD373448,2022 FORD RANGER 2.2 XLT DOUBLE CAB,CD373448,2022,"$22,480",,38670,2198,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/ford/ranger/cd373448/id/15327643/?mfg_year_from=2018
CD373425,2022 FORD RANGER 2.0 FORD WILDTRAK DOUBLE CAB,CD373425,2022,"$25,480",,60000,1996,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/ford/ranger/cd373425/id/15327613/?mfg_year_from=2018
CD373482,2021 BMW X3,CD373482,2021,"$23,710",,45000,2000,,AT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/bmw/x3/cd373482/id/15327692/?mfg_year_from=2018
CD373417,2024 TOYOTA LAND CRUISER,CD373417,2024,"$79,400",,3000,3500,,AT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/toyota/land-cruiser/cd373417/id/15327597/?mfg_year_from=2018
CD373424,2022 FORD RANGER 2.2 XLTSMART CAB,CD373424,2022,"$17,600",,38000,2198,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/ford/ranger/cd373424/id/15327608/?mfg_year_from=2018
CD373398,2025 SUBARU LEVORG,CD373398,2025,"$20,420",,17917,1800,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/subaru/levorg/cd373398/id/15327572/?mfg_year_from=2018
CD373378,2024 VOLVO XC90,CD373378,2024,"$39,610",,30000,2000,,AT,,,,0,0,0,0,0,0,0,0,Nagoya,,https://www.beforward.jp/volvo/xc90/cd373378/id/15327545/?mfg_year_from=2018
CD373379,2023 TOYOTA RAV4,CD373379,2023,"$17,160",,33334,2000,,CVT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/toyota/rav4/cd373379/id/15327546/?mfg_year_from=2018
CD373381,2018 MAZDA CX-8,CD373381,2018,"$8,300",,100022,2200,,AT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/mazda/cx-8/cd373381/id/15327548/?mfg_year_from=2018
CD373372,2018 TOYOTA HILUX 2.4 J REVO DOUBLE CAB,CD373372,2018,"$15,210",,56000,2393,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd373372/id/15327528/?mfg_year_from=2018
CD373357,2022 TOYOTA HILUX 2.8 G REVO DOUBLE CAB,CD373357,2022,"$35,830",,88400,2755,,AT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd373357/id/15327510/?mfg_year_from=2018
CD373347,2022 FORD RANGER 2.0 FORD XL SINGLE CAB,CD373347,2022,"$20,010",,43000,1996,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/ford/ranger/cd373347/id/15327492/?mfg_year_from=2018
CD373361,2021 LEXUS RX,CD373361,2021,"$25,170",,100000,3500,,CVT,,,,0,0,0,0,0,0,0,0,Osaka,,https://www.beforward.jp/lexus/rx/cd373361/id/15327515/?mfg_year_from=2018
CD373363,2024 LEXUS RX,CD373363,2024,"$46,690",,31151,2400,,AT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/lexus/rx/cd373363/id/15327518/?mfg_year_from=2018
CD373349,2019 MITSUBISHI CANTER FLAT BODY,CD373349,2019,"$14,910",,82000,2990,,MT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/mitsubishi/canter/cd373349/id/15327501/?mfg_year_from=2018
CD372898,2019 TOYOTA HILUX 2.4 E REVO DOUBLE CAB,CD372898,2019,"$13,090",,50000,2393,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd372898/id/15327001/?mfg_year_from=2018
CD372875,2019 FORD RANGER 2.2 FORD XL SMART CAB,CD372875,2019,"$11,900",,46000,2198,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/ford/ranger/cd372875/id/15326968/?mfg_year_from=2018
CD373340,2022 MERCEDES-BENZ C-CLASS,CD373340,2022,"$33,620",,25076,2000,,AT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/mercedes-benz/c-class/cd373340/id/15327476/?mfg_year_from=2018
CD373341,2022 MERCEDES-BENZ GLC-CLASS,CD373341,2022,"$30,470",,20690,2000,,AT,,,,0,0,0,0,0,0,0,0,Yokohama,,https://www.beforward.jp/mercedes-benz/glc-class/cd373341/id/15327477/?mfg_year_from=2018
CD373343,2019 MITSUBISHI TRITON 2.4 DOUBLE CAB,CD373343,2019,"$16,750",,30000,2442,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/mitsubishi/triton/cd373343/id/15327481/?mfg_year_from=2018
CD373329,2024 TOYOTA CROWN,CD373329,2024,"$41,530",,4352,2500,,CVT,,,,0,0,0,0,0,0,0,0,Kobe,,https://www.beforward.jp/toyota/crown/cd373329/id/15327465/?mfg_year_from=2018
CD372816,2023 TOYOTA HILUX 2.4 J REVO SMART CAB,CD372816,2023,"$13,880",,49000,2393,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd372816/id/15326887/?mfg_year_from=2018
CD372797,2022 TOYOTA HILUX 2.4 J REVO SMART CAB,CD372797,2022,"$18,190",,24000,2393,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/hilux/cd372797/id/15326845/?mfg_year_from=2018
CD372806,2023 FORD RANGER 2.0 FORD XL SINGLE CAB,CD372806,2023,"$15,540",,30000,1996,,MT,,,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/ford/ranger/cd372806/id/15326863/?mfg_year_from=2018
CD372864,2020 TOYOTA FORTUNER 2.4 SUV V,CD372864,2020,"$35,090",,43000,2393,,AT,,SUV,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/fortuner/cd372864/id/15326953/?mfg_year_from=2018
CD372860,2020 TOYOTA FORTUNER 2.4 V SUV,CD372860,2020,"$32,100",,46000,2393,,AT,,SUV,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/toyota/fortuner/cd372860/id/15326946/?mfg_year_from=2018
CD372810,2019 FORD EVEREST 2.0 FORD SUV,CD372810,2019,"$26,930",,110000,1996,,AT,,SUV,,0,0,0,0,0,0,0,0,Thailand,,https://www.beforward.jp/ford/everest/cd372810/id/15326874/?mfg_year_from=2018
